kyears.bp,albx,alby,lat,lon,count,fagus.half,fagus.1,tsuga.1,tsuga.2
6,2010798,669900,41.16,-71.58,1,1,1,1,0
6,1909957,975078,44.03,-71.83,1,1,1,1,1
6,1914871,987880,44.13,-71.73,2,1,1,1,1
6,1842379,1201195,46.15,-71.94,2,1,1,1,1
6,1831468,1283090,46.89,-71.81,1,0,0,1,1
6,2024351,767285,41.97,-71.12,1,1,1,1,1
6,1902481,1161864,45.67,-71.32,1,1,1,1,1
6,1854961,1310992,47.08,-71.42,1,1,0,1,1
6,1868992,1335325,47.26,-71.16,1,0,0,1,1
6,2053837,771769,41.94,-70.76,1,1,1,1,1
6,1953584,1164119,45.57,-70.68,1,1,1,1,1
6,1956470,1168364,45.6,-70.63,1,1,1,1,1
6,1938792,1241789,46.28,-70.6,2,1,1,1,1
6,1895415,1304625,46.93,-70.93,1,0,0,1,1
6,1897855,1368311,47.48,-70.68,1,1,0,1,1
6,2117299,712625,41.28,-70.21,2,1,1,1,1
6,2114455,787359,41.93,-70,1,1,1,1,1
6,2024141,1005713,44.03,-70.35,2,1,1,1,1
6,1970135,1200923,45.85,-70.35,1,1,1,1,1
6,1948106,1294938,46.72,-70.3,1,1,0,1,1
6,1919209,1376466,47.5,-70.38,1,0,0,1,0
6,2112894,1000660,43.77,-69.3,2,1,1,1,1
6,2073996,1129767,44.98,-69.32,1,1,1,1,1
6,2051097,1281587,46.35,-69.06,2,0,0,1,1
6,1988306,1391332,47.46,-69.45,1,0,0,1,0
6,2116719,1149185,45.04,-68.73,2,1,1,1,1
6,2085742,1243180,45.93,-68.77,2,1,1,1,1
6,2023299,1409524,47.53,-68.94,1,1,0,0,0
6,2178608,1082804,44.31,-68.22,1,1,1,1,1
6,2157010,1160036,45.03,-68.2,1,1,1,1,1
6,2214884,1204513,45.26,-67.33,1,1,1,1,1
7,-537279,491209,41.72,-102.51,1,0,0,0,0
7,-415806,1184580,48.01,-101.53,1,0,0,0,0
7,-308531,827475,44.84,-99.91,1,0,0,0,0
7,-230730,111960,38.47,-98.67,1,0,0,0,0
7,-197660,1071343,47.07,-98.59,1,0,0,0,0
7,-220161,1183591,48.08,-98.93,1,0,0,0,0
7,-165378,1047288,46.86,-98.16,1,0,0,0,0
7,-106584,819657,44.82,-97.35,1,0,0,0,0
7,-103947,895267,45.5,-97.33,1,0,0,0,0
7,-6094,1083032,47.2,-96.08,1,0,0,0,0
7,32130,1052122,46.92,-95.58,1,0,0,0,0
7,17523,1081944,47.19,-95.77,1,0,0,0,0
7,64561,653043,43.33,-95.2,1,0,0,0,0
7,55676,973587,46.21,-95.28,3,0,0,0,0
7,63243,1081093,47.18,-95.17,3,0,0,0,0
7,45370,1136210,47.68,-95.4,1,0,0,0,0
7,109686,981959,46.28,-94.58,1,0,0,0,0
7,81530,1081276,47.18,-94.93,1,0,0,0,0
7,144225,1071190,47.08,-94.11,1,0,0,0,0
7,188490,535487,42.26,-93.7,1,0,0,0,0
7,172350,523927,42.16,-93.9,1,0,0,0,0
7,172632,621202,43.03,-93.87,1,0,0,0,0
7,172045,754017,44.22,-93.84,1,0,0,0,0
7,182176,828906,44.89,-93.69,4,0,0,0,0
7,180743,887844,45.42,-93.69,1,0,0,0,0
7,184533,1016727,46.58,-93.6,1,0,0,0,0
7,179918,1078627,47.14,-93.64,2,0,0,0,0
7,224492,509588,42.02,-93.27,1,0,0,0,0
7,214393,635660,43.15,-93.35,1,0,0,0,0
7,229209,761108,44.27,-93.12,1,0,0,0,0
7,224196,822250,44.82,-93.16,1,0,0,0,0
7,220637,888921,45.42,-93.18,2,0,0,0,0
7,197178,1171889,47.98,-93.38,1,0,0,0,0
7,250170,848684,45.05,-92.82,1,0,0,0,0
7,252784,1001026,46.42,-92.72,3,0,0,0,0
7,259305,1034518,46.72,-92.62,1,0,0,0,0
7,298880,1189763,48.11,-92.02,1,0,0,0,0
7,432950,-67275,36.8,-91.1,1,0,0,0,0
7,356547,880843,45.3,-91.45,1,0,0,0,0
7,367034,1180802,48,-91.12,2,0,0,0,0
7,480126,-87150,36.6,-90.58,1,0,0,0,0
7,463573,890085,45.33,-90.08,3,0,0,0,0
7,542696,-24960,37.12,-89.83,1,0,0,0,0
7,496161,640860,43.08,-89.87,1,0,0,0,0
7,504973,679483,43.42,-89.73,1,0,0,0,0
7,513373,722546,43.8,-89.59,1,1,1,0,0
7,503582,913858,45.52,-89.55,1,0,0,0,0
7,471095,992937,46.25,-89.9,1,0,0,0,0
7,532373,645524,43.1,-89.42,2,1,0,0,0
7,545993,738240,43.92,-89.17,2,0,0,0,0
7,516129,991523,46.21,-89.32,3,0,0,0,0
7,520206,1180370,47.91,-89.09,1,0,0,0,0
7,496812,1233943,48.41,-89.35,2,0,0,0,0
7,582716,613328,42.78,-88.83,1,0,0,0,0
7,541040,1253740,48.56,-88.74,2,1,0,0,0
7,693624,-413475,33.56,-88.47,1,0,0,0,0
7,641374,382231,40.68,-88.34,1,1,0,0,0
7,639379,569591,42.35,-88.18,1,0,0,0,0
7,636164,687043,43.4,-88.1,1,1,0,0,0
7,618166,855577,44.92,-88.15,1,0,0,1,1
7,612080,1050081,46.67,-88.02,1,0,0,0,0
7,585859,1097898,47.12,-88.31,1,0,0,0,0
7,659582,761826,44.05,-87.73,1,1,0,0,0
7,648221,782104,44.24,-87.85,2,1,1,0,0
7,615438,1055923,46.72,-87.97,3,0,0,0,0
7,725606,490676,41.58,-87.22,1,0,0,0,0
7,735794,497246,41.63,-87.09,1,1,1,1,0
7,872462,-404164,33.5,-86.53,1,1,0,0,0
7,781446,506172,41.67,-86.53,2,1,1,0,0
7,929765,-597869,31.72,-86.13,1,1,0,0,0
7,935785,-112940,36.03,-85.5,1,0,0,0,0
7,899080,43072,37.45,-85.72,1,0,0,0,0
7,792633,847448,44.7,-85.96,1,1,0,1,0
7,795351,1041083,46.43,-85.66,1,0,0,0,0
7,1052475,-746572,30.27,-85.02,1,0,0,0,0
7,887782,507399,41.58,-85.25,1,1,1,0,0
7,866862,597347,42.4,-85.38,1,1,1,0,0
7,883808,720724,43.48,-85,2,1,1,1,0
7,856381,874655,44.88,-85.12,1,0,0,0,0
7,835896,1012137,46.13,-85.18,1,0,0,0,0
7,819273,1021419,46.23,-85.38,1,0,0,0,0
7,1013911,-295481,34.33,-84.87,1,1,0,0,0
7,951898,361550,40.22,-84.69,1,1,1,0,0
7,931000,494395,41.42,-84.75,1,1,1,0,0
7,858548,1038217,46.34,-84.85,1,1,0,1,0
7,836853,1209407,47.9,-84.87,2,0,0,0,0
7,828390,1242827,48.21,-84.93,1,0,0,0,0
7,909227,961597,45.6,-84.32,1,0,0,1,0
7,890519,1150267,47.31,-84.26,1,0,0,0,0
7,1024543,385258,40.35,-83.8,2,1,1,0,0
7,1009972,606858,42.33,-83.63,1,1,1,0,0
7,1215988,-686869,30.62,-83.25,1,0,0,0,0
7,1213554,-675984,30.72,-83.26,2,0,0,0,0
7,1029807,698560,43.12,-83.24,1,1,1,0,0
7,1086928,571015,41.92,-82.76,1,0,0,0,0
7,1352298,-790860,29.52,-82,1,0,0,0,0
7,1135516,400373,40.35,-82.47,1,1,1,0,0
7,1164280,441914,40.68,-82.06,1,0,0,0,0
7,1432831,-995655,27.58,-81.5,1,0,0,0,0
7,1368374,-813113,29.3,-81.87,1,0,0,0,0
7,1243825,-17562,36.52,-81.93,1,1,1,1,1
7,1110346,1101485,46.6,-81.5,1,1,0,0,0
7,1077940,1177152,47.32,-81.77,1,1,0,0,0
7,1447076,-1035845,27.2,-81.42,2,0,0,0,0
7,1215824,508626,41.2,-81.33,1,1,1,0,0
7,1192661,699721,42.92,-81.25,1,1,1,1,0
7,1148448,946726,45.17,-81.32,2,1,1,1,1
7,1386592,-261536,34.17,-80.78,1,0,0,0,0
7,1234575,740346,43.22,-80.66,1,1,1,1,1
7,1191726,905123,44.74,-80.86,1,0,0,1,1
7,1167007,1136233,46.83,-80.7,1,1,1,0,0
7,1381438,126822,37.6,-80.13,1,1,0,1,1
7,1357428,190982,38.2,-80.28,1,1,1,1,1
7,1288276,559955,41.55,-80.37,1,1,1,1,1
7,1254152,745823,43.24,-80.41,1,1,1,1,1
7,1242912,818624,43.9,-80.4,2,1,1,1,1
7,1246109,872276,44.37,-80.25,1,1,1,1,1
7,1246033,949045,45.05,-80.09,2,1,1,1,1
7,1207712,1162044,47,-80.12,1,0,0,0,0
7,1201394,1181173,47.18,-80.16,1,0,0,0,0
7,1414826,195084,38.15,-79.62,1,1,1,1,1
7,1287510,856698,44.17,-79.77,1,1,1,1,1
7,1285443,993074,45.38,-79.5,1,1,1,1,1
7,1228999,1191483,47.23,-79.78,1,0,0,0,0
7,1471207,185737,37.98,-79,2,1,0,1,1
7,1416874,357046,39.57,-79.27,1,1,1,1,1
7,1321434,843379,44,-79.38,1,1,1,1,1
7,1293923,999082,45.42,-79.38,2,1,1,1,1
7,1295485,1070431,46.05,-79.2,1,1,1,1,0
7,1267199,1110475,46.45,-79.47,1,0,0,0,0
7,1277319,1206720,47.29,-79.12,1,0,0,0,0
7,1558995,-273932,33.8,-78.95,1,0,0,0,0
7,1585354,-189531,34.5,-78.5,1,1,1,0,0
7,1473087,390045,39.77,-78.55,1,1,0,1,1
7,1406835,693142,42.54,-78.67,2,1,1,1,1
7,1342929,917423,44.62,-78.95,1,1,1,1,1
7,1309905,1112476,46.4,-78.92,1,1,1,0,0
7,1421247,704910,42.62,-78.47,1,1,1,1,1
7,1427283,812884,43.56,-78.15,1,0,0,1,1
7,1419955,872809,44.1,-78.1,2,1,1,1,1
7,1480110,636398,41.92,-77.92,1,1,1,1,1
7,1473130,672643,42.25,-77.92,1,1,1,1,1
7,1429846,897404,44.3,-77.92,1,1,1,1,1
7,1544881,521311,40.8,-77.42,1,1,1,1,1
7,1493783,930464,44.48,-77.05,1,1,1,1,1
7,1475564,968827,44.85,-77.18,3,1,1,1,1
7,1455247,1002214,45.18,-77.35,1,1,1,1,1
7,1710327,25443,36.17,-76.68,1,1,0,0,0
7,1527043,826838,43.51,-76.9,1,0,0,1,1
7,1522344,929468,44.42,-76.7,2,1,1,1,1
7,1515355,971240,44.8,-76.68,1,1,1,1,1
7,1512747,1034323,45.36,-76.55,1,1,1,1,1
7,1721020,74563,36.58,-76.45,1,1,0,0,0
7,1612618,634521,41.67,-76.35,1,1,1,1,1
7,1541694,1067661,45.6,-76.1,1,1,1,1,1
7,1591458,1055658,45.4,-75.51,2,1,1,1,1
7,1715381,583401,41.03,-75.27,1,1,1,1,1
7,1795494,529171,40.4,-74.48,1,0,0,0,0
7,1751493,620196,41.28,-74.75,2,1,1,1,1
7,1733172,756011,42.5,-74.6,1,1,1,1,1
7,1691525,909152,43.92,-74.68,1,1,0,1,1
7,1654415,1144945,46.06,-74.47,1,1,1,1,1
7,1800098,527933,40.38,-74.43,1,0,0,1,1
7,1797056,626101,41.24,-74.2,2,1,1,1,1
7,1740200,950212,44.18,-73.97,2,1,1,1,1
7,1664722,1134795,45.95,-74.37,1,1,1,1,1
7,1656951,1158057,46.17,-74.4,1,1,1,1,1
7,1809297,788797,42.63,-73.6,2,1,1,1,1
7,1702257,1144733,45.96,-73.87,1,1,1,1,1
7,1723363,1186293,46.28,-73.48,1,1,0,1,1
7,1856103,706925,41.82,-73.28,1,1,1,1,1
7,1834920,780040,42.5,-73.32,1,1,1,1,1
7,1852330,801564,42.65,-73.05,1,1,1,1,1
7,1755554,1109563,45.54,-73.31,3,1,1,1,1
7,1743013,1154522,45.96,-73.33,3,1,0,1,1
7,1751045,1235274,46.65,-72.98,3,1,1,1,1
7,1867935,796211,42.57,-72.88,1,1,1,1,1
7,1815786,1103858,45.36,-72.58,1,0,0,1,1
7,1757742,1252909,46.79,-72.84,1,1,0,1,1
7,1961438,681369,41.37,-72.12,1,1,1,1,1
7,1922332,804152,42.52,-72.21,3,1,1,1,1
7,1875795,1005402,44.37,-72.15,1,1,1,1,1
7,2010798,669900,41.16,-71.58,1,1,1,1,0
7,1909957,975078,44.03,-71.83,1,1,1,1,1
7,1914871,987880,44.13,-71.73,2,1,1,1,1
7,1842379,1201195,46.15,-71.94,2,1,1,1,1
7,1831468,1283090,46.89,-71.81,1,0,0,1,1
7,2024351,767285,41.97,-71.12,2,1,1,1,1
7,1854961,1310992,47.08,-71.42,1,1,0,1,1
7,1868992,1335325,47.26,-71.16,1,0,0,0,0
7,2053837,771769,41.94,-70.76,1,1,1,1,1
7,1953584,1164119,45.57,-70.68,1,1,1,1,1
7,1956470,1168364,45.6,-70.63,1,1,1,1,1
7,1938792,1241789,46.28,-70.6,2,1,1,1,1
7,1895415,1304625,46.93,-70.93,1,0,0,1,1
7,1897855,1368311,47.48,-70.68,1,1,0,1,0
7,2117299,712625,41.28,-70.21,2,1,1,1,1
7,2114455,787359,41.93,-70,1,1,1,1,1
7,2024141,1005713,44.03,-70.35,2,1,1,1,1
7,1970135,1200923,45.85,-70.35,1,1,0,1,1
7,1948106,1294938,46.72,-70.3,1,1,0,1,1
7,1919209,1376466,47.5,-70.38,1,0,0,1,1
7,2112894,1000660,43.77,-69.3,2,1,1,1,1
7,2073996,1129767,44.98,-69.32,1,1,1,1,1
7,2051097,1281587,46.35,-69.06,2,1,1,1,1
7,1988306,1391332,47.46,-69.45,1,0,0,0,0
7,2116719,1149185,45.04,-68.73,2,1,1,1,1
7,2085742,1243180,45.93,-68.77,2,1,1,1,1
7,2023299,1409524,47.53,-68.94,1,0,0,1,0
7,2178608,1082804,44.31,-68.22,1,1,0,1,1
7,2157010,1160036,45.03,-68.2,2,1,1,1,1
7,2214884,1204513,45.26,-67.33,1,1,0,1,1
8,-537279,491209,41.72,-102.51,1,0,0,0,0
8,-415806,1184580,48.01,-101.53,1,0,0,0,0
8,-308531,827475,44.84,-99.91,1,0,0,0,0
8,-230730,111960,38.47,-98.67,1,0,0,0,0
8,-197660,1071343,47.07,-98.59,2,0,0,0,0
8,-106584,819657,44.82,-97.35,1,0,0,0,0
8,-103947,895267,45.5,-97.33,1,0,0,0,0
8,-6094,1083032,47.2,-96.08,2,0,0,0,0
8,64561,653043,43.33,-95.2,1,0,0,0,0
8,55676,973587,46.21,-95.28,3,0,0,0,0
8,63243,1081093,47.18,-95.17,2,0,0,0,0
8,109686,981959,46.28,-94.58,1,0,0,0,0
8,81530,1081276,47.18,-94.93,1,0,0,0,0
8,144225,1071190,47.08,-94.11,1,0,0,0,0
8,188490,535487,42.26,-93.7,2,0,0,0,0
8,172632,621202,43.03,-93.87,1,0,0,0,0
8,172045,754017,44.22,-93.84,1,0,0,0,0
8,182176,828906,44.89,-93.69,4,0,0,0,0
8,180743,887844,45.42,-93.69,1,0,0,0,0
8,184533,1016727,46.58,-93.6,1,0,0,0,0
8,179918,1078627,47.14,-93.64,2,0,0,0,0
8,224492,509588,42.02,-93.27,1,0,0,0,0
8,214393,635660,43.15,-93.35,1,0,0,0,0
8,229209,761108,44.27,-93.12,1,0,0,0,0
8,224196,822250,44.82,-93.16,1,0,0,0,0
8,220637,888921,45.42,-93.18,2,0,0,0,0
8,197178,1171889,47.98,-93.38,1,0,0,0,0
8,250170,848684,45.05,-92.82,1,0,0,0,0
8,252784,1001026,46.42,-92.72,4,0,0,0,0
8,259305,1034518,46.72,-92.62,1,0,0,0,0
8,298880,1189763,48.11,-92.02,1,0,0,0,0
8,432950,-67275,36.8,-91.1,1,0,0,0,0
8,356547,880843,45.3,-91.45,1,0,0,0,0
8,367034,1180802,48,-91.12,2,0,0,0,0
8,480126,-87150,36.6,-90.58,1,0,0,0,0
8,463573,890085,45.33,-90.08,3,0,0,0,0
8,542696,-24960,37.12,-89.83,1,0,0,0,0
8,496161,640860,43.08,-89.87,1,0,0,0,0
8,504973,679483,43.42,-89.73,1,0,0,0,0
8,513373,722546,43.8,-89.59,1,1,1,1,0
8,503582,913858,45.52,-89.55,1,0,0,0,0
8,471095,992937,46.25,-89.9,1,0,0,0,0
8,532373,645524,43.1,-89.42,2,0,0,0,0
8,545993,738240,43.92,-89.17,2,0,0,0,0
8,545307,803011,44.5,-89.12,1,0,0,0,0
8,516129,991523,46.21,-89.32,4,0,0,1,1
8,520206,1180370,47.91,-89.09,1,0,0,0,0
8,496812,1233943,48.41,-89.35,2,0,0,0,0
8,582716,613328,42.78,-88.83,1,0,0,0,0
8,541040,1253740,48.56,-88.74,2,1,1,0,0
8,693624,-413475,33.56,-88.47,1,0,0,0,0
8,641374,382231,40.68,-88.34,1,1,1,0,0
8,639379,569591,42.35,-88.18,1,0,0,0,0
8,636164,687043,43.4,-88.1,1,0,0,0,0
8,618166,855577,44.92,-88.15,1,0,0,1,1
8,612080,1050081,46.67,-88.02,1,0,0,0,0
8,585859,1097898,47.12,-88.31,1,0,0,0,0
8,659582,761826,44.05,-87.73,1,0,0,0,0
8,648221,782104,44.24,-87.85,2,1,1,0,0
8,615438,1055923,46.72,-87.97,2,0,0,0,0
8,725606,490676,41.58,-87.22,1,0,0,0,0
8,872462,-404164,33.5,-86.53,1,0,0,0,0
8,781446,506172,41.67,-86.53,2,1,1,0,0
8,929765,-597869,31.72,-86.13,1,1,0,0,0
8,935785,-112940,36.03,-85.5,1,1,0,0,0
8,899080,43072,37.45,-85.72,1,0,0,0,0
8,792633,847448,44.7,-85.96,1,0,0,0,0
8,795351,1041083,46.43,-85.66,1,0,0,0,0
8,1052475,-746572,30.27,-85.02,1,0,0,0,0
8,887782,507399,41.58,-85.25,1,1,0,0,0
8,866862,597347,42.4,-85.38,1,1,1,0,0
8,883808,720724,43.48,-85,2,1,1,1,0
8,856381,874655,44.88,-85.12,1,0,0,0,0
8,835896,1012137,46.13,-85.18,2,0,0,1,0
8,1013911,-295481,34.33,-84.87,2,1,1,0,0
8,951898,361550,40.22,-84.69,1,0,0,0,0
8,931000,494395,41.42,-84.75,1,1,0,0,0
8,878474,1066274,46.57,-84.55,2,1,1,0,0
8,836853,1209407,47.9,-84.87,3,0,0,0,0
8,828390,1242827,48.21,-84.93,1,0,0,0,0
8,909227,961597,45.6,-84.32,1,0,0,0,0
8,890519,1150267,47.31,-84.26,1,0,0,0,0
8,1024543,385258,40.35,-83.8,2,1,0,0,0
8,1009972,606858,42.33,-83.63,1,1,1,0,0
8,1215988,-686869,30.62,-83.25,1,0,0,0,0
8,1213554,-675984,30.72,-83.26,2,0,0,0,0
8,1029807,698560,43.12,-83.24,1,1,1,0,0
8,1086928,571015,41.92,-82.76,1,0,0,0,0
8,1352298,-790860,29.52,-82,1,0,0,0,0
8,1135516,400373,40.35,-82.47,1,1,1,0,0
8,1164280,441914,40.68,-82.06,1,0,0,0,0
8,1432831,-995655,27.58,-81.5,1,0,0,0,0
8,1368374,-813113,29.3,-81.87,1,0,0,0,0
8,1243825,-17562,36.52,-81.93,1,1,1,1,1
8,1110346,1101485,46.6,-81.5,1,0,0,0,0
8,1077940,1177152,47.32,-81.77,1,0,0,0,0
8,1447076,-1035845,27.2,-81.42,2,0,0,0,0
8,1215824,508626,41.2,-81.33,1,1,1,0,0
8,1192661,699721,42.92,-81.25,1,1,1,1,0
8,1148448,946726,45.17,-81.32,2,1,1,1,0
8,1386592,-261536,34.17,-80.78,1,0,0,0,0
8,1234575,740346,43.22,-80.66,1,1,1,1,1
8,1191726,905123,44.74,-80.86,1,0,0,1,0
8,1167007,1136233,46.83,-80.7,1,0,0,0,0
8,1381438,126822,37.6,-80.13,1,1,0,1,1
8,1357428,190982,38.2,-80.28,1,1,1,1,1
8,1288276,559955,41.55,-80.37,1,1,1,1,1
8,1254152,745823,43.24,-80.41,1,1,1,1,1
8,1242912,818624,43.9,-80.4,2,1,0,1,1
8,1246109,872276,44.37,-80.25,1,1,0,1,1
8,1246033,949045,45.05,-80.09,2,1,1,1,1
8,1201394,1181173,47.18,-80.16,1,0,0,0,0
8,1414826,195084,38.15,-79.62,1,0,0,1,1
8,1287510,856698,44.17,-79.77,1,0,0,0,0
8,1285443,993074,45.38,-79.5,1,1,0,1,0
8,1228999,1191483,47.23,-79.78,1,0,0,0,0
8,1471207,185737,37.98,-79,2,1,1,1,1
8,1416874,357046,39.57,-79.27,1,1,0,1,1
8,1321434,843379,44,-79.38,1,1,1,1,1
8,1313232,862312,44.18,-79.44,1,1,1,1,1
8,1293923,999082,45.42,-79.38,2,1,1,0,0
8,1267199,1110475,46.45,-79.47,1,0,0,1,0
8,1277319,1206720,47.29,-79.12,1,0,0,0,0
8,1558995,-273932,33.8,-78.95,1,0,0,0,0
8,1585354,-189531,34.5,-78.5,1,1,1,0,0
8,1473087,390045,39.77,-78.55,1,1,0,1,1
8,1406835,693142,42.54,-78.67,2,1,1,1,1
8,1342929,917423,44.62,-78.95,1,1,0,1,0
8,1309905,1112476,46.4,-78.92,1,0,0,0,0
8,1421247,704910,42.62,-78.47,1,1,1,1,1
8,1427283,812884,43.56,-78.15,1,0,0,1,1
8,1419955,872809,44.1,-78.1,2,1,1,1,1
8,1480110,636398,41.92,-77.92,1,1,1,1,1
8,1473130,672643,42.25,-77.92,1,1,1,1,1
8,1429846,897404,44.3,-77.92,2,1,1,1,1
8,1475564,968827,44.85,-77.18,3,1,1,1,1
8,1455247,1002214,45.18,-77.35,1,1,0,1,0
8,1437592,1094996,46.03,-77.34,1,0,0,0,0
8,1710327,25443,36.17,-76.68,1,1,0,0,0
8,1527043,826838,43.51,-76.9,1,0,0,1,1
8,1522344,929468,44.42,-76.7,2,1,1,1,1
8,1515355,971240,44.8,-76.68,1,1,1,1,1
8,1512747,1034323,45.36,-76.55,1,1,0,0,0
8,1721020,74563,36.58,-76.45,1,1,1,0,0
8,1612618,634521,41.67,-76.35,1,1,1,1,1
8,1541694,1067661,45.6,-76.1,1,1,0,0,0
8,1591458,1055658,45.4,-75.51,1,0,0,1,0
8,1566870,1058277,45.47,-75.81,1,1,1,1,1
8,1715381,583401,41.03,-75.27,1,1,1,1,1
8,1795494,529171,40.4,-74.48,1,0,0,0,0
8,1751493,620196,41.28,-74.75,2,1,1,1,1
8,1733172,756011,42.5,-74.6,1,1,0,1,1
8,1691525,909152,43.92,-74.68,1,0,0,0,0
8,1654415,1144945,46.06,-74.47,1,1,1,1,1
8,1800098,527933,40.38,-74.43,1,0,0,1,1
8,1797056,626101,41.24,-74.2,2,1,1,1,1
8,1740200,950212,44.18,-73.97,2,1,1,1,1
8,1664722,1134795,45.95,-74.37,2,1,1,1,1
8,1656951,1158057,46.17,-74.4,1,1,0,1,1
8,1809297,788797,42.63,-73.6,2,1,1,1,1
8,1702257,1144733,45.96,-73.87,1,1,1,1,1
8,1723363,1186293,46.28,-73.48,1,0,0,0,0
8,1856103,706925,41.82,-73.28,1,1,1,1,1
8,1834920,780040,42.5,-73.32,1,1,1,1,1
8,1852330,801564,42.65,-73.05,1,1,1,1,1
8,1755554,1109563,45.54,-73.31,3,1,1,1,1
8,1743013,1154522,45.96,-73.33,1,1,1,1,1
8,1750616,1230603,46.61,-73,2,0,0,0,0
8,1867935,796211,42.57,-72.88,1,1,1,1,1
8,1815786,1103858,45.36,-72.58,1,0,0,0,0
8,1757742,1252909,46.79,-72.84,1,0,0,0,0
8,1961438,681369,41.37,-72.12,1,1,1,1,1
8,1922332,804152,42.52,-72.21,4,1,1,1,1
8,1875795,1005402,44.37,-72.15,1,1,0,1,1
8,2010798,669900,41.16,-71.58,1,1,1,0,0
8,1909957,975078,44.03,-71.83,1,1,1,1,1
8,1914871,987880,44.13,-71.73,2,1,1,1,1
8,1842379,1201195,46.15,-71.94,2,1,1,1,1
8,1831468,1283090,46.89,-71.81,1,0,0,0,0
8,2024351,767285,41.97,-71.12,1,1,1,1,1
8,1902481,1161864,45.67,-71.32,1,1,1,1,1
8,1854961,1310992,47.08,-71.42,1,1,0,1,0
8,1868992,1335325,47.26,-71.16,1,0,0,0,0
8,2053837,771769,41.94,-70.76,2,1,1,1,1
8,1953584,1164119,45.57,-70.68,1,1,0,1,1
8,1956470,1168364,45.6,-70.63,1,1,1,1,1
8,1938792,1241789,46.28,-70.6,2,1,0,1,1
8,1897855,1368311,47.48,-70.68,1,0,0,1,0
8,2117299,712625,41.28,-70.21,2,1,0,1,1
8,2114455,787359,41.93,-70,1,1,1,1,1
8,2024141,1005713,44.03,-70.35,2,1,0,1,1
8,1970135,1200923,45.85,-70.35,1,1,0,1,1
8,1948106,1294938,46.72,-70.3,1,1,0,1,0
8,1919209,1376466,47.5,-70.38,1,0,0,0,0
8,2112894,1000660,43.77,-69.3,2,1,1,1,1
8,2073996,1129767,44.98,-69.32,1,0,0,1,1
8,2053200,1279890,46.33,-69.04,1,0,0,1,0
8,1988306,1391332,47.46,-69.45,1,0,0,0,0
8,2116719,1149185,45.04,-68.73,2,1,1,1,1
8,2085742,1243180,45.93,-68.77,2,1,1,1,1
8,2023299,1409524,47.53,-68.94,1,0,0,1,0
8,2178608,1082804,44.31,-68.22,1,0,0,1,1
8,2157010,1160036,45.03,-68.2,2,1,0,1,1
8,2214884,1204513,45.26,-67.33,1,1,0,1,1
